,Excluded:,Unnamed: 1,Unnamed: 2,Section,Code,Page,SubCode,Text,Required/Core or Improvement,# of points,Notes,Agronomic Practices,Biosecurity/Sanitation,Planning,Application Restrictions,Education/training,Monitoring,Record-Keeping,Worker Safety,Materials/Waste Mgmt,Prohibited Practice,Prohibited Material,Limited Use Substances,Phase Out,Pesticide Practices,Threshold,Performance Standard,Non-Quantitative Performance Standards,Unnamed: 25,Differentiated Standards,Applies to Small Farms,Applies to Medium Farms ,Applies to Large Farms,CertName,Performance: Improvement,Unnamed: 26,Follow the law,Unnamed: 20,Biosecurity,Unnamed: 23,Unnamed: 24
7,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.2,16.0,Header, The Producer must only handle pesticides that are: i. Registered nationally for the crop being treated; ii. Correctly labelled in at least one de facto or de jure official national or applicable official regional language. ,,nan,,nan,nan,,,,nan,,,,,,,,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
8,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,CRITERION 1.2 ,16.0,1.2.1, ,Required,nan,,nan,nan,,,,nan,,,,,follows law,,,,,,nan,nan,,y,y,y,BCI,nan,nan,nan,,nan,nan,nan
9,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,CRITERION 1.2 ,16.0,1.2.2,All pesticides used are correctly labelled in at least one de facto or de jure official national or applicable official regional language.,Required,nan,,nan,nan,,,,nan,,,,,follows law,,,,,,nan,nan,,y,y,y,BCI,nan,nan,nan,,nan,nan,nan
10,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,CRITERION 1.2 ,18.0,1.2.3,All natural substances used are registered under the local/national BCI natural substance database.,Improvement,nan,,nan,nan,,,,nan,,,,,propreitary list,,,,,,nan,nan,,y,y,y,BCI,nan,nan,nan,,nan,nan,nan
11,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.3,18.0,1.3.1.1,Pesticides listed in: i. Annex A and B of the Stockholm Convention; or ii. Annexes of the Montreal Protocol; or iii. Annex III of the Rotterdam Convention; are not used. ,Required,nan,,nan,nan,,,,nan,,,,,stockholm: a,,,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
12,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.3,18.0,1.3.1.1,Pesticides listed in: i. Annex A and B of the Stockholm Convention; or ii. Annexes of the Montreal Protocol; or iii. Annex III of the Rotterdam Convention; are not used. ,Required,nan,,nan,nan,,,,nan,,,,,stockholm: b,,,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
13,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.3,18.0,1.3.1.1,Pesticides listed in: i. Annex A and B of the Stockholm Convention; or ii. Annexes of the Montreal Protocol; or iii. Annex III of the Rotterdam Convention; are not used. ,Required,nan,,nan,nan,,,,nan,,,,,montreal protocol,,,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
14,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.3,18.0,1.3.1.1,Pesticides listed in: i. Annex A and B of the Stockholm Convention; or ii. Annexes of the Montreal Protocol; or iii. Annex III of the Rotterdam Convention; are not used. ,Required,nan,,nan,nan,,,,nan,,,,,rotterdam: iii,,,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
15,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.4,19.0,Header,The Producer must phase out the use of any pesticide active ingredients and formulations that are known or presumed to be extremely or highly hazardous (accute toxicity). ,Required,nan,,nan,nan,,,,nan,,,,,,,,,,,nan,nan,,,,,BCI,nan,nan,nan,,nan,nan,nan
16,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.4,19.0,1.4.1,The Producer has a plan to phase out by 2021 pesticides listed in category 1 of the Globally Harmonized System of Classification and Labelling of Chemicals (GHS); Ia of the World Health Organization (WHO) classification.,Required,nan,,nan,nan,,,,nan,,,,,,,who 1a by 2021,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
17,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.4,19.0,1.4.1,The Producer has a plan to phase out by 2021 pesticides listed in category 1 of the Globally Harmonized System of Classification and Labelling of Chemicals (GHS); Ia of the World Health Organization (WHO) classification.,Required,nan,,nan,nan,,,,nan,,,,,,,ghs 1 by 2021,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
18,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.4,19.0,1.4.2,The Producer has a plan to phase out by 2024 pesticides listed in category 2 of the Globally Harmonized System of Classification and Labelling of Chemicals (GHS); Ib of the World Health Organization (WHO) classification,Required,nan,,nan,nan,,,,nan,,,,,,,who 1b by 2021,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
19,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.4,19.0,1.4.2,The Producer has a plan to phase out by 2024 pesticides listed in category 2 of the Globally Harmonized System of Classification and Labelling of Chemicals (GHS); Ib of the World Health Organization (WHO) classification,Required,nan,,nan,nan,,,,nan,,,,,,,ghs 2 by 2021,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
20,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,,,,,,nan,,nan,nan,,,,nan,,,,,,,,,,,nan,nan,,,,,BCI,nan,nan,nan,,nan,nan,nan
21,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.5,21.0,1.5.1,"The Producer has a plan to phase out Pesticides defined as carcinogenic, mutagenic or reprotoxic (CMR) substances according to Categories Ia and Ib of the Globally Harmonized System of Classification and Labelling of Chemicals (GHS).",Required,nan,,nan,nan,,,,nan,,,,,,,ghs 1a,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
22,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.5,21.0,1.5.1,"The Producer has a plan to phase out Pesticides defined as carcinogenic, mutagenic or reprotoxic (CMR) substances according to Categories Ia and Ib of the Globally Harmonized System of Classification and Labelling of Chemicals (GHS).",Required,nan,,nan,nan,,,,nan,,,,,,,ghs 1b,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
23,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.5,21.0,1.5.2,,Improvement,nan,Implementation indicators of phaseout in 1.5.1,nan,nan,,,,nan,,,,,,,,,,,nan,nan,,,,,BCI,nan,nan,nan,,nan,nan,nan
24,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.5,21.0,1.5.3,,Improvement,nan,Implementation indicators of phaseout in 1.5.1,nan,nan,,,,nan,,,,,,,,,,,nan,nan,,,,,BCI,nan,nan,nan,,nan,nan,nan
25,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Critierion 1.5,21.0,1.5.3,,,nan,,nan,nan,,,,nan,,,,,,,,,,,nan,nan,,,,,BCI,nan,nan,nan,,nan,nan,nan
26,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.6,23.0,1.6.1,The Producer must ensure that any person  who prepares and applies pesticides is:  i. Healthy; ii. Skilled and trained in the application  of pesticides; iii. 18 or older; iv. not pregnant or nursing.,Required,nan,,nan,nan,,,workers trained to handle pesticides,nan,,"worker must be: healthy, adult, not pregnant/nursing",,,,,,,,,nan,nan,n,,,,BCI,nan,nan,nan,,nan,nan,nan
27,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.7,25.0,Header,Producers must ensure that any person who prepares and applies pesticides always uses appropriate protective and safety equipment  in a correct manner.,,nan,,nan,nan,,,,nan,,,,,,,,,,,nan,nan,y,,,,BCI,nan,nan,nan,,nan,nan,nan
28,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.7,25.0,1.7.1,Pesticides are prepared and applied by persons who correctly use appropriate protective and safety equipment.,Required,nan,,nan,nan,,,,nan,,proper ppe,,,,,,,,,nan,nan,,,y,y,BCI,nan,nan,nan,,nan,nan,nan
29,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.7,25.0,1.7.2,"Minimum Personal Protective Equipment is worn while preparing and applying pesticides, which includes protection of the following body parts from dermal absorption, ingestion and inhalation: – Face and airways: eyes, ear canal, nose, scalp – Limbs: arms, forearms, palms, legs, feet – Abdomen and genital area.",Required,nan,,nan,nan,,,,nan,,proper ppe,,,,,,,,,nan,nan,,y,,,BCI,nan,nan,nan,,nan,nan,nan
30,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.7,25.0,1.7.3,Pesticide labels are checked regularly (at least every spray season) to ensure  that the appropriate Personal Protective Equipment is available for the pesticides being used.,Required,nan,,nan,nan,,,,nan,check pesticide labels,,,,,,,,,,nan,nan,,,,y,BCI,nan,nan,nan,,nan,nan,nan
31,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.7,25.0,1.7.4,"Training on safe work procedures and the maintenance, use and proper storage  of Personal Protective Equipment has been delivered to all staff who work with pesticides.",Required,nan,,nan,nan,,,workers workers trained to use ppe,nan,,,,,,,,,,,nan,nan,,,,y,BCI,nan,nan,nan,,nan,nan,nan
32,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.7,25.0,1.7.5,Proportion of farms where pesticides are prepared and applied by persons  who correctly use appropriate protective and safety equipment. ,Improvement,nan,Implementation of 1.7.2,nan,nan,,,,nan,,,,,,,,,,,nan,nan,,y,,,BCI,nan,nan,nan,,nan,nan,nan
33,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.7,25.0,1.7.6,"Training on safe work procedures and the maintenance, use and proper storage  of Personal Protective Equipment has been delivered to all staff who work with pesticides.",Required,nan,,nan,nan,,,,nan,,ppe inspection,,,,,,,,,nan,nan,,,,y,BCI,nan,nan,nan,,nan,nan,nan
34,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.7,25.0,1.7.7,"Training on safe work procedures and the maintenance, use and proper storage  of Personal Protective Equipment has been delivered to all staff who work with pesticides.",Required,nan,Implementation of 1.7.4,nan,nan,,,,nan,,,,,,,,,,,nan,nan,,,,,BCI,nan,nan,nan,,nan,nan,nan
35,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,1.8,27.0,Header,"Producers must store, handle and clean pesticide application equipment and containers, in order to avoid environmental harm and human exposure.",,nan,,nan,nan,,,,nan,,,,,,,,,,,nan,nan,y,,,,BCI,nan,nan,nan,,nan,nan,nan
36,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.8,27.0,1.8.1,"Dedicated areas must be available on the farm for storing, mixing and handling pesticides, and for cleaning pesticide containers and application equipment. The areas must fully comply with relevant legislation for the storage, handing and disposal of pesticides. Within these areas, all rinsate and runoff must be completely captured so that it poses no contamination risk",Required,nan,,nan,nan,,,,nan,,storage/cleaning areas,,,,,,,,,nan,nan,,,,y,BCI,nan,nan,nan,,nan,nan,nan
37,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.8,27.0,1.8.2,Proportion of farms with separate and safe storage and cleaning sites available,Improvement,nan,Proportions,nan,nan,,,,nan,,storage/cleaning areas,,,,,,,,,nan,nan,,y,y,,BCI,nan,nan,nan,,nan,nan,nan
38,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.8,27.0,1.8.3,Frequency at which application equipment is inspected and cleaned.,Improvement,nan,,nan,nan,,,,nan,,equipment inspection,,,,,,,,,nan,nan,,y,y,,BCI,nan,nan,nan,,nan,nan,nan
39,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.8,29.0,Header,"Producers must apply pesticides in appropriate weather conditions, according to the directions  on the label, and/or manufacturers’ directions, with appropriate and well-maintained equipment.",,nan,,nan,nan,,,,nan,,,,,,,,,,,nan,nan,y,,,,BCI,nan,nan,nan,,nan,nan,nan
40,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.9,29.0,1.9.1,"A formal plan for conducting pesticide application that details, at a minimum, that the following is in place on the farm: i. Instructions to comply with the requirements detailed on the label. ii. The relevant weather conditions under which applications will and will  not be undertaken for each field (including wind direction and taking  into account the pesticide being applied), spray parameters (e.g. speed, pressure, nozzle size, spray volume, boom height etc.), and all relevant sensitive areas, which are clearly identified on a farm map.",Improvement,nan,,nan,nan,Pesticide Application Plan,,,nan,,,,,,obeys label,,,,,nan,nan,,,,y,BCI,nan,nan,nan,,nan,nan,nan
41,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.9,29.0,1.9.2,"Proportion of farms applying pesticides in appropriate weather conditions, according to the directions on the label with appropriate and well-maintained equipment.",Improvement,nan,,nan,nan,,,,nan,,,,,,obeys label,,,,,nan,nan,,y,y,,BCI,nan,nan,nan,,nan,nan,nan
42,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.9,29.0,1.9.3,"Weather monitoring equipment is used to monitor temperature, wind speed and direction, and humidity prior to and during application, with readings recorded.",Improvement,nan,,nan,nan,,,,nan,weather monitoring,,,,,,,,,,nan,nan,,,,y,BCI,nan,nan,nan,,nan,nan,nan
43,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.9,29.0,1.9.4,Procedures for ensuring that workers are aware of and observe re-entry  periods for any treated areas are in place.,Improvement,nan,,nan,nan,,,,nan,,re-entry intervals after pesticide application,,,,,,,,,nan,nan,,,,y,BCI,nan,nan,nan,,nan,nan,nan
44,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.10,31.0,Header,"Producers should dispose of used pesticide containers safely, or through a collection and recycling programme.",,nan,,nan,nan,,,,nan,,,,,,,,,,,nan,nan,y,,,,BCI,nan,nan,nan,,nan,nan,nan
45,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.10,31.0,1.10.1,Proportion of farms that dispose of pesticide containers safely,Improvement,nan,Proportions,nan,nan,,,,nan,,,container disposal,,,,,,,,nan,nan,,y,y,,BCI,nan,nan,nan,,nan,nan,nan
46,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.10,31.0,1.10.2,"Proportion of pesticides containers that are triple-rinsed, with the rinsate added to the spray tank, or disposed of safely.",Improvement,nan,Proportions,nan,nan,,,,nan,,,container disposal,,,,,,,,nan,nan,,,,y,BCI,nan,nan,nan,,nan,nan,nan
47,,,,PRINCIPLE 1 – BCI Farmers Minimise The Harmful Impact Of Crop Protection Practices ,Criterion 1.10,31.0,1.10.3,"Proportion of pesticides containers that are triple-rinsed, with the rinsate added to the spray tank, or disposed of safely.",Improvement,nan,Proportions,nan,nan,,,,nan,,,containers recycled,,,,,,,,nan,nan,,,,y,BCI,nan,nan,nan,,nan,nan,nan
0,,,,3. Pest Management- Farm,IPM Training,6,1,"Employees responsible for pest management received IPM training by participating in online or in-person continuing education classes (e.g., via universities, community colleges, and/or private companies). ",Scorecard,3,,,,,,ipm training of workers,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
1,,,,3. Pest Management- Farm,Pest Prevention ,6,2,The operation participated in state and/or county trapping programs for invading exotic pests. ,Scorecard,1,,,,,,,trapping programs,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
2,,,,3. Pest Management- Farm,Pest Prevention ,6,3,"A list of shipped planting material at highest risk for harboring invasive pests and/or diseases, was maintained and posted, and workers were trained identify them and to follow documented protocols for rejecting infested shipments.",Scorecard,1,,,trained to identify biosecurity risks,,,biosecutiry training,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
3,,,,3. Pest Management- Farm,Pest Prevention ,6,4,"High-risk planting material was inspected for pests upon arrival, and infested material was destroyed in an isolated area away from production sites. ",Scorecard,3,,,inspection of biosecurity risks,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
4,,,,3. Pest Management- Farm,Pest Prevention ,6,5,"A plan for preventing invasive pests from entering, infesting, or becoming established on the farm was created and workers were trained to implement the plan.",Scorecard,3,,,biosecurity planning,biosecurity planning,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
5,,,,3. Pest Management- Farm,Pest Prevention ,6,6,"Vents, doors, and other openings in the screenhouse or greenhouse were appropriately constructed and/or operated to prevent entry of pests. ",Scorecard,3,,,greenhouse biosecurity,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
6,,,,3. Pest Management- Farm,Pest Prevention ,6,7,"Pests are under effective control and are present only to a light degree, e.g., only a few of the plants on the farm or in any production block show any infestation or infection,  none show more than a few individuals of any pest or more than a few individual infestations of any plant disease. ",Scorecard,3,,,,,,,,,,,,,,,,,,vague: pest pressure is light,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
7,,,,3. Pest Management- Farm,"Pest Prevention: Viruses, Bacteria & Fungi ",6,8,Planting material brought onto the farm known to carry pest viruses and/or bacteria was tested for infestation and properly disposed if tests were positive. ,Scorecard,3,,,testing planting media,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
8,,,,3. Pest Management- Farm,"Pest Prevention: Viruses, Bacteria & Fungi ",6,9,"Containers, tools, and equipment that contacted contaminated plants or media were cleaned with water, treated with heat, (e.g., steam or hot water), or disinfected before reuse.",Scorecard,3,,,cleaning equipment,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
9,,,,3. Pest Management- Farm,Pest Monitoring: General ,7,10,Documented pest monitoring protocols have been established and used to train appropriate workers.  ,Scorecard,3,,,,,,workers trained in monitoring,monitoring protocols ,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
10,,,,3. Pest Management- Farm,Pest Monitoring: Invasive and Quarantine Pests ,7,11,"An employee was designated to oversee all USDA-required invasive or quarantine pest compliance programs for the farm, maintain current knowledge of monitoring techniques, and train staff to recognize life stages and signs of infestation and to keep written records of activities. ",Scorecard,3,,,employee designated for invasive pests,,,,,records of invasive pest monitoring,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
11,,,,3. Pest Management- Farm,Pest Monitoring: Invasive and Quarantine Pests ,7,12,"Farm supervisors and staff have been trained to recognize invasive and quarantine pests' life stages and behavior, symptoms of damage caused by each life stage, and preferred host plants with special attention to incoming shipments and farm surroundings. ",Scorecard,5,,,staff trained to identify invasive pests,,,staff trained to identify invasive pests,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
12,,,,3. Pest Management- Farm,Pest Monitoring: Invasive and Quarantine Pests ,7,13,"To demonstrate the farm is free from invasive or quarantine pests, regular monitoring was done and written records of monitoring dates, findings, and necessary actions were kept. ",Scorecard,3,,,,,,,regular monitoring of invasive pests,,,,,,,,,,,farm is free of invasive pests,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
13,,,,3. Pest Management- Farm,Pesticide Management ,7,14,"Records of pesticide usage, including product name and application date, site, and rate are maintained. ",Scorecard,1,,,,,,,,keeps records of pesticides,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
14,,,,3. Pest Management- Farm,Pesticide Management ,7,15,"Pesticide use including pesticide name and application date, site, and rate was reported to the county Agriculture Commission or relevant government agency each month. Where pesticide use reporting to a government agency is not required, pesticide applications records are maintained, including pesticide product applied, date and time, location of application, and amount applied.",Scorecard,3,,,,,,,,follow government reporting reqs,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
15,,,,3. Pest Management- Farm,Pesticide Management ,7,16,"Employees that handle and handle pesticides were appropriately trained, and training included use of proper notification and/or signage in treated area. ",Scorecard,1,,,,,,workers trained in pesticides,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
16,,,,3. Pest Management- Farm,Pesticide Management ,7,17,"Sprayer calibration and spray coverage tests were done at least once per season and were based on manufacturers' recommendations and spray target characteristics (e.g., crop canopy).  ",Scorecard,1,,,,,,,,,,,,,,,sprayer calibration: 1/season,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
17,,,,3. Pest Management- Farm,Pesticide Management ,7,18,"Workers who handle or apply pesticides were provided with necessary personal protective equipment (PPE) and an area to shower after applications. Clean PPE clothing was stored separately from personal clothing and provided to workers each day, and workers were not allowed to take PPE home. ",Scorecard,3,,,,,,,,,"proper ppe, shower area",,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
18,,,,3. Pest Management- Farm,Pesticide Management ,7,19,"The following information about each pesticide application was posted at a central farm location: treated area, time and date; product name, active ingredient(s), and associated adjuvants; and restricted entry interval. ",Scorecard,1,,,,,,,,,workers aware of restricted entry,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
19,,,,3. Pest Management- Farm,Pesticide Management ,7,20,Pesticide resistance management was practiced by rotating pesticides with different 'modes of action' from each spray to the next.,Scorecard,3,,,,,,,,,,,,,,,moa rotation,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
20,,,,3. Pest Management- Farm,Pesticide Management ,8,21,"The operation did not store, handle, or apply any pesticides classified as “Do Not Use” in the BloomCheck Do Not Use List and Limited Use Policy Version 1.1.",Required,3,,,,,,,,,,,,propreitary list,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
21,,,,3. Pest Management- Farm,Pesticide Management ,8,22,The producer was aware of and followed all necessary program guidelines and risk mitigation procedures for pesticides classified as “Limited Use” in the BloomCheck Do Not Use List and Limited Use Policy Version 1.1. ,Required,3,,,,,,,,,,,,,propreitary list,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
22,,,,3. Pest Management- Farm,Pest Management Plan ,8,23,"A pest management plan with goals for the farm has been developed and documented, and includes elements such as prevention, monitoring and action thresholds, and effective and safe remedial actions.",Scorecard,3,,,,a plan exists,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
23,,,,4. Pest Management – BLOCK ,Pest Monitorin,9,1,"Pest monitoring of the production block (e.g., glasshouse, hoophouse, shadehouse, or field) was done at least once per week before harvest time, or at least once per month at other times.   ",Scorecard,3,,,,,,,"growing season: 1x /week, else: 1x/month",,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
24,,,,4. Pest Management – BLOCK ,Pest Monitorin,9,2,"Written or electronic pest monitoring records were kept and included important data such as monitoring dates, levels of specific pests, and action decisions made. ",Scorecard,3,,,,,,,monitoring records kept,monitoring records kept,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
25,,,,4. Pest Management – BLOCK ,Pest Monitorin,9,3,Pest monitoring was stratified so that specific problem areas within the field could be detected and treated.  ,Scorecard,1,,,,,,,stratified monitoring,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
26,,,,4. Pest Management – BLOCK ,Pest Monitorin,9,4,Monitoring accounted for the presence of natural enemies (parasitoids or predators).,Scorecard,1,,,,,,,natural enemies monitored,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
27,,,,4. Pest Management – BLOCK ,Pest Monitorin,9,5,Soil from in-ground areas to be planted with a crop sensitive to nematodes or other soil-borne pests was sampled and treated as necessary before planting. Not applicable to potted plants. ,Scorecard,1,,,,,,,soils tested for nematodes before planting,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
28,,,,4. Pest Management – BLOCK ,Pest Prevention: General ,9,6,Crop rotation was practiced to reduce soil pathogens and pest problems. ,Scorecard,5,,crop rotation,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
29,,,,4. Pest Management – BLOCK ,Pest Prevention: General ,9,7,"Steam was used to control weeds, diseases, and insects, or to sterilize planting substrate prior to use.  ",Scorecard,3,,,equipment/planting media sterilization,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
30,,,,4. Pest Management – BLOCK ,Pest Prevention: Weeds ,9,8,Organic mulches were used to control weeds. Not applicable to potted plants. ,Scorecard,3,,organic mulches,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
31,,,,4. Pest Management – BLOCK ,Pest Prevention: Weeds ,9,9,"Plastic mulches or barriers, such as ground cloth, were used to control weeds, in open areas or under benches where applicable, OR Barriers (e.g., geotextile disks) were used in pots to control weeds.",Scorecard,3,,plastic mulches,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
32,,,,4. Pest Management – BLOCK ,Remedial Control: General ,9,10,"Economic thresholds for important pests and diseases have been established, recorded, and used for control decisions. ",Scorecard,3,,,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
33,,,,4. Pest Management – BLOCK ,Remedial Control: General ,9,11,An existing pest problem in planting substrate (e.g. soil or coir) was treated before planting with methods such as heat/steam or solarization. ,Scorecard,3,,,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
34,,,,4. Pest Management – BLOCK ,Remedial Control: General ,10,12,"Yellow sticky tape was used to mass trap and control pests (e.g., aphids, whiteflies, and leafhoppers)",Scorecard,3,,stick traps for control,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
35,,,,4. Pest Management – BLOCK ,Remedial Control: General ,10,13,Beneficial predators and/or parasitoid wasps were released in the management unit and subsequent monitoring was done to verify efficacy.  ,Scorecard,3,,benficial insects released,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
36,,,,4. Pest Management – BLOCK ,Remedial Control: Weeds,10,14,Hand-weeding was used. ,Scorecard,3,,hand weeding,,,,,,,,,,,,,,,,,nan,,,,,BloomCheck,nan,nan,nan,nan,nan,nan,nan
